tree build time (micros),ds type,ds query type,ds query begin,ds query end,ds query time (micros),dataset id,begin,end,bins,API Fetch Time(micros),Post Processing Time(micros),query
653534,SGT,ds_attribute,1343224514,8,42,8b3289c9-a740-4091-a56d-e4d55af526b5,1343224514,1343224515,8,2142,7,attribute
653534,SGT,ds_attribute,865805416,11,29,8b3289c9-a740-4091-a56d-e4d55af526b5,865805416,865805417,11,2510,8,attribute
653534,SGT,ds_attribute,999752153,9,25,8b3289c9-a740-4091-a56d-e4d55af526b5,999752153,999752154,9,1881,6,attribute
653534,SGT,ds_attribute,983289426,10,35,8b3289c9-a740-4091-a56d-e4d55af526b5,983289426,983289427,10,2088,9,attribute
653534,SGT,ds_attribute,1352952489,8,34,8b3289c9-a740-4091-a56d-e4d55af526b5,1352952489,1352952490,8,2292,7,attribute
653534,SGT,ds_attribute,1129209056,10,37,8b3289c9-a740-4091-a56d-e4d55af526b5,1129209056,1129209057,10,2249,12,attribute
653534,SGT,ds_attribute,1236216785,7,48,8b3289c9-a740-4091-a56d-e4d55af526b5,1236216785,1236216786,7,95544,1184,attribute
0,SGT,ds_neighbor,8748,2,92026,8b3289c9-a740-4091-a56d-e4d55af526b5,1236216785,1236216786,8748,0,225,neighbor
653534,SGT,ds_window,-1305029698,2753780939,160085,8b3289c9-a740-4091-a56d-e4d55af526b5,-1305029698,2753780939,5424,7,301000,window
653534,SGT,ds_attribute,1186080297,10,31,8b3289c9-a740-4091-a56d-e4d55af526b5,1186080297,1186080298,10,2326,7,attribute
653534,SGT,ds_window,-1305029698,2753780939,155498,8b3289c9-a740-4091-a56d-e4d55af526b5,-1305029698,2753780939,5424,8,304721,window
653534,SGT,ds_attribute,945874136,9,24,8b3289c9-a740-4091-a56d-e4d55af526b5,945874136,945874137,9,2210,5,attribute
653534,SGT,ds_attribute,1377646580,10,31,8b3289c9-a740-4091-a56d-e4d55af526b5,1377646580,1377646581,10,2442,6,attribute
653534,SGT,ds_attribute,1175604015,8,30,8b3289c9-a740-4091-a56d-e4d55af526b5,1175604015,1175604016,8,1781,5,attribute
653534,SGT,ds_attribute,846349465,8,31,8b3289c9-a740-4091-a56d-e4d55af526b5,846349465,846349466,8,2286,7,attribute
653534,SGT,ds_attribute,1028936079,7,45,8b3289c9-a740-4091-a56d-e4d55af526b5,1028936079,1028936080,7,2442,8,attribute
653534,SGT,ds_attribute,786485002,9,29,8b3289c9-a740-4091-a56d-e4d55af526b5,786485002,786485003,9,2116,5,attribute
653534,SGT,ds_attribute,963085169,10,25,8b3289c9-a740-4091-a56d-e4d55af526b5,963085169,963085170,10,1913,6,attribute
653534,SGT,ds_attribute,1272883769,8,30,8b3289c9-a740-4091-a56d-e4d55af526b5,1272883769,1272883770,8,1812,6,attribute
